,filename,position
270,68,"[932, 489, 64, 70]"
271,68,"[1117, 475, 172, 128]"
272,68,"[906, 480, 116, 84]"
273,69,"[1039, 483, 33, 27]"
274,69,"[645, 502, 85, 47]"
275,69,"[834, 509, 61, 35]"
276,69,"[940, 511, 55, 36]"
277,69,"[1022, 507, 44, 32]"
278,69,"[1125, 508, 81, 32]"
279,69,"[1056, 489, 190, 107]"
280,70,"[929, 511, 52, 34]"
281,70,"[1122, 518, 84, 32]"
282,70,"[1067, 514, 160, 66]"
283,71,"[1356, 492, 40, 57]"
284,71,"[1437, 503, 49, 72]"
285,71,"[1435, 486, 96, 115]"
286,71,"[1479, 522, 106, 117]"
287,71,"[1148, 432, 62, 24]"
288,71,"[1113, 443, 152, 98]"
289,71,"[1262, 456, 44, 37]"
290,71,"[1325, 456, 68, 54]"
291,71,"[1301, 439, 111, 87]"
292,71,"[1432, 459, 54, 52]"
293,71,"[1409, 437, 113, 107]"
294,71,"[1094, 484, 188, 106]"
295,71,"[1482, 476, 146, 128]"
296,71,"[1551, 470, 191, 117]"
297,72,"[1061, 471, 38, 44]"
298,72,"[946, 503, 44, 52]"
299,72,"[1064, 500, 40, 53]"
300,72,"[1430, 507, 44, 70]"
301,72,"[1362, 546, 38, 52]"
302,72,"[1110, 437, 166, 103]"
303,72,"[1265, 463, 39, 43]"
304,72,"[1335, 468, 52, 46]"
305,72,"[1330, 444, 96, 112]"
306,72,"[1588, 459, 183, 81]"
307,72,"[1090, 457, 209, 163]"
308,72,"[1481, 451, 107, 167]"
309,72,"[1549, 452, 246, 193]"
310,72,"[1109, 545, 170, 79]"
311,73,"[1233, 442, 33, 51]"
312,73,"[1075, 479, 160, 131]"
313,74,"[1440, 454, 39, 44]"
314,74,"[922, 481, 61, 34]"
315,74,"[1133, 460, 86, 40]"
316,74,"[1104, 443, 141, 84]"
317,74,"[1242, 465, 44, 38]"
318,74,"[853, 509, 48, 41]"
319,74,"[926, 504, 61, 41]"
320,74,"[874, 488, 143, 69]"
321,74,"[1092, 465, 179, 155]"
322,75,"[1533, 503, 46, 57]"
323,75,"[1527, 486, 90, 134]"
324,75,"[1237, 472, 54, 39]"
325,75,"[1333, 478, 58, 34]"
326,75,"[1425, 476, 70, 35]"
327,76,"[689, 498, 181, 118]"
328,76,"[933, 513, 52, 46]"
329,76,"[1096, 500, 161, 104]"
330,76,"[763, 529, 129, 97]"
331,76,"[1598, 365, 315, 455]"
332,76,"[685, 531, 165, 107]"
333,76,"[1588, 350, 328, 364]"
334,77,"[1579, 356, 121, 110]"
335,77,"[1547, 514, 117, 165]"
336,77,"[1614, 615, 45, 65]"
337,77,"[1589, 581, 91, 115]"
338,77,"[1785, 652, 127, 103]"
339,77,"[1332, 464, 55, 42]"
340,77,"[1298, 452, 115, 89]"
341,77,"[1428, 468, 83, 33]"
342,77,"[1349, 497, 54, 68]"
343,77,"[1326, 479, 99, 104]"
344,77,"[1401, 472, 145, 103]"
345,77,"[1496, 468, 132, 150]"
346,77,"[1522, 453, 333, 200]"
347,79,"[833, 450, 49, 34]"
348,79,"[948, 454, 51, 29]"
349,79,"[1046, 460, 46, 41]"
350,79,"[1091, 448, 158, 88]"
351,79,"[20, 523, 144, 63]"
352,80,"[338, 475, 82, 47]"
353,80,"[523, 466, 70, 41]"
354,80,"[492, 462, 135, 74]"
355,80,"[625, 466, 63, 46]"
356,80,"[605, 459, 118, 85]"
357,80,"[683, 453, 151, 102]"
358,80,"[796, 444, 140, 114]"
359,80,"[943, 451, 68, 63]"
360,80,"[1024, 462, 64, 57]"
361,80,"[1121, 460, 58, 49]"
362,80,"[1240, 454, 52, 41]"
363,80,"[1350, 452, 49, 40]"
364,80,"[1517, 463, 64, 41]"
365,80,"[1494, 455, 127, 76]"
366,80,"[1244, 465, 133, 123]"
367,80,"[1356, 486, 140, 79]"
368,80,"[912, 440, 103, 92]"
369,80,"[1007, 449, 113, 86]"
370,80,"[634, 494, 69, 58]"
371,80,"[726, 496, 69, 59]"
372,80,"[698, 476, 132, 88]"
373,80,"[810, 474, 122, 97]"
374,80,"[1029, 492, 72, 58]"
375,81,"[1251, 445, 71, 55]"
376,81,"[1323, 446, 59, 49]"
377,81,"[1276, 430, 115, 77]"
378,82,"[1237, 453, 65, 31]"
379,82,"[1427, 461, 64, 47]"
380,82,"[1406, 456, 140, 89]"
381,82,"[1485, 457, 156, 90]"
382,82,"[1627, 463, 80, 45]"
383,82,"[1588, 456, 156, 83]"
384,82,"[1680, 449, 139, 88]"
385,82,"[1419, 481, 161, 71]"
386,83,"[1697, 363, 98, 132]"
387,83,"[386, 506, 151, 93]"
388,83,"[545, 500, 67, 52]"
389,83,"[625, 494, 56, 53]"
390,83,"[1154, 438, 188, 79]"
391,83,"[1331, 458, 60, 55]"
392,83,"[1318, 442, 101, 88]"
393,83,"[1433, 433, 247, 121]"
394,83,"[1556, 445, 173, 89]"
395,83,"[1113, 447, 243, 212]"
396,84,"[1681, 459, 113, 174]"
397,84,"[1680, 519, 106, 132]"
398,84,"[1694, 606, 78, 53]"
399,84,"[919, 475, 80, 44]"
400,84,"[1331, 467, 62, 57]"
401,84,"[932, 508, 65, 35]"
402,84,"[1103, 508, 151, 83]"
403,85,"[1551, 476, 106, 134]"
404,85,"[187, 420, 85, 125]"
405,85,"[1242, 459, 51, 45]"
406,85,"[1198, 448, 117, 74]"
407,85,"[1334, 467, 58, 42]"
408,85,"[1395, 466, 71, 38]"
409,85,"[448, 496, 172, 76]"
410,85,"[1561, 535, 96, 98]"
411,86,"[1020, 407, 39, 55]"
412,86,"[1069, 383, 218, 191]"
413,86,"[1376, 383, 418, 314]"
414,87,"[1119, 370, 219, 116]"
415,87,"[939, 484, 56, 26]"
416,87,"[1076, 366, 304, 228]"
417,88,"[1252, 390, 62, 52]"
418,88,"[1249, 370, 104, 117]"
419,88,"[1341, 402, 33, 60]"
420,88,"[1090, 424, 175, 140]"
421,88,"[1259, 460, 84, 55]"
422,88,"[1235, 428, 124, 114]"
423,88,"[1426, 448, 60, 56]"
424,88,"[1420, 420, 112, 84]"
425,88,"[1565, 352, 353, 501]"
426,88,"[1479, 197, 342, 320]"
427,89,"[1032, 423, 48, 35]"
428,89,"[1130, 425, 44, 37]"
429,89,"[721, 631, 52, 54]"
430,89,"[670, 600, 132, 101]"
431,89,"[1089, 623, 103, 88]"
432,89,"[324, 570, 1476, 415]"
433,89,"[809, 439, 128, 71]"
434,89,"[910, 450, 58, 45]"
435,89,"[864, 435, 133, 73]"
436,89,"[974, 439, 150, 65]"
437,90,"[1152, 423, 56, 29]"
438,90,"[1464, 401, 211, 76]"
439,90,"[1641, 418, 67, 35]"
440,90,"[1141, 455, 73, 44]"
441,90,"[1133, 432, 124, 87]"
442,90,"[1340, 459, 54, 44]"
443,90,"[1468, 438, 183, 87]"
444,90,"[1227, 394, 686, 183]"
445,90,"[1651, 453, 85, 47]"
446,90,"[1618, 430, 144, 80]"
447,90,"[1815, 458, 57, 52]"
448,90,"[1780, 433, 105, 108]"
449,90,"[1735, 482, 130, 79]"
450,90,"[1541, 465, 279, 247]"
451,91,"[1226, 410, 61, 26]"
452,91,"[1149, 397, 191, 79]"
453,91,"[1019, 452, 53, 39]"
454,91,"[1119, 457, 57, 40]"
455,91,"[1358, 452, 54, 50]"
456,91,"[1425, 465, 77, 47]"
457,91,"[1391, 453, 132, 79]"
458,91,"[1135, 466, 241, 135]"
459,91,"[1706, 515, 142, 164]"
460,91,"[1771, 514, 148, 159]"
461,92,"[1089, 436, 535, 322]"
462,93,"[1590, 462, 159, 81]"
463,93,"[1602, 478, 139, 95]"
464,93,"[1700, 485, 151, 94]"
465,93,"[1248, 451, 50, 32]"
466,93,"[1339, 455, 54, 39]"
467,93,"[1119, 469, 173, 93]"
468,94,"[1151, 438, 108, 97]"
469,94,"[1265, 444, 52, 48]"
470,94,"[1460, 456, 214, 155]"
471,94,"[1482, 544, 175, 72]"
472,95,"[1379, 541, 130, 104]"
473,95,"[526, 500, 314, 208]"
474,95,"[757, 563, 70, 61]"
475,95,"[1525, 537, 144, 91]"
476,95,"[1610, 554, 64, 59]"
477,96,"[1465, 347, 258, 374]"
478,96,"[222, 475, 226, 137]"
479,96,"[697, 517, 194, 144]"
480,96,"[885, 487, 743, 246]"
481,96,"[1553, 501, 250, 297]"
482,97,"[1530, 508, 61, 59]"
483,97,"[1237, 606, 75, 46]"
484,97,"[845, 514, 48, 48]"
485,97,"[910, 505, 96, 101]"
486,97,"[1012, 517, 45, 49]"
487,97,"[980, 506, 106, 101]"
488,97,"[946, 546, 60, 64]"
489,97,"[1005, 547, 51, 58]"
490,97,"[1026, 477, 52, 34]"
491,97,"[1154, 462, 36, 32]"
492,97,"[1351, 470, 39, 40]"
493,97,"[218, 492, 267, 101]"
494,97,"[632, 520, 63, 43]"
495,97,"[628, 486, 133, 89]"
496,97,"[714, 520, 63, 41]"
497,97,"[1167, 468, 174, 121]"
498,97,"[1493, 488, 125, 96]"
499,98,"[1260, 460, 40, 44]"
500,98,"[1436, 466, 40, 49]"
501,98,"[1578, 487, 118, 116]"
502,98,"[1570, 534, 131, 135]"
503,98,"[1436, 504, 67, 55]"
504,98,"[334, 494, 197, 93]"
505,98,"[1122, 486, 163, 123]"
506,98,"[1333, 468, 48, 40]"
507,98,"[1354, 497, 59, 43]"
508,98,"[1724, 515, 66, 65]"
509,98,"[1575, 587, 119, 118]"
510,99,"[1218, 517, 45, 60]"
511,99,"[1197, 494, 101, 106]"
512,99,"[1218, 559, 59, 49]"
513,99,"[1409, 551, 66, 61]"
514,99,"[1143, 459, 63, 42]"
515,99,"[1118, 438, 120, 89]"
516,99,"[1746, 470, 75, 44]"
517,99,"[1076, 508, 53, 37]"
518,99,"[1480, 492, 177, 103]"
519,99,"[1547, 494, 208, 104]"
520,99,"[1558, 538, 199, 107]"
521,99,"[1832, 559, 83, 200]"
522,100,"[1455, 459, 47, 48]"
523,100,"[1360, 500, 64, 55]"
524,100,"[1139, 462, 72, 35]"
525,100,"[1246, 462, 41, 43]"
526,100,"[1823, 452, 63, 56]"
527,100,"[1790, 439, 103, 87]"
528,100,"[1229, 514, 73, 37]"
529,100,"[1373, 492, 132, 69]"
530,100,"[1100, 538, 195, 100]"
531,100,"[1131, 433, 128, 94]"
